dataset,psrType,bmUnit,nationalGridBmUnitId,settlementDate,settlementPeriod,halfHourEndTime,quantity
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,33,2022-09-01T15:30:00,58.997
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,34,2022-09-01T16:00:00,54.487
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,35,2022-09-01T16:30:00,52.757
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,36,2022-09-01T17:00:00,52.217
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,37,2022-09-01T17:30:00,50.147
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,38,2022-09-01T18:00:00,44.437
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,39,2022-09-01T18:30:00,39.787
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,40,2022-09-01T19:00:00,39.627
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,41,2022-09-01T19:30:00,41.717
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,42,2022-09-01T20:00:00,46.217
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,43,2022-09-01T20:30:00,47.497
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,44,2022-09-01T21:00:00,45.877
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,45,2022-09-01T21:30:00,39.597
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,46,2022-09-01T22:00:00,32.567
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,47,2022-09-01T22:30:00,28.937
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-01,48,2022-09-01T23:00:00,27.937
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,1,2022-09-01T23:30:00,26.767
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,2,2022-09-02T00:00:00,25.777
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,3,2022-09-02T00:30:00,23.197
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,4,2022-09-02T01:00:00,23.207
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,5,2022-09-02T01:30:00,26.347
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,6,2022-09-02T02:00:00,26.277
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,7,2022-09-02T02:30:00,28.817
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,8,2022-09-02T03:00:00,34.257
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,9,2022-09-02T03:30:00,39.207
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,10,2022-09-02T04:00:00,41.557
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,11,2022-09-02T04:30:00,39.167
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,12,2022-09-02T05:00:00,33.387
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,13,2022-09-02T05:30:00,32.967
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,14,2022-09-02T06:00:00,31.917
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,15,2022-09-02T06:30:00,36.367
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,16,2022-09-02T07:00:00,40.187
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,17,2022-09-02T07:30:00,36.597
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,18,2022-09-02T08:00:00,42.037
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,19,2022-09-02T08:30:00,50.027
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,20,2022-09-02T09:00:00,48.827
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,21,2022-09-02T09:30:00,41.777
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,22,2022-09-02T10:00:00,39.527
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,23,2022-09-02T10:30:00,51.797
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,24,2022-09-02T11:00:00,62.077
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,25,2022-09-02T11:30:00,57.277
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,26,2022-09-02T12:00:00,70.867
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,27,2022-09-02T12:30:00,90.007
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,28,2022-09-02T13:00:00,110.307
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,29,2022-09-02T13:30:00,110.707
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,30,2022-09-02T14:00:00,99.417
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,31,2022-09-02T14:30:00,95.337
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,32,2022-09-02T15:00:00,82.217
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,33,2022-09-02T15:30:00,83.547
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,34,2022-09-02T16:00:00,83.987
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,35,2022-09-02T16:30:00,85.997
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,36,2022-09-02T17:00:00,89.977
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,37,2022-09-02T17:30:00,95.497
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,38,2022-09-02T18:00:00,98.187
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,39,2022-09-02T18:30:00,103.417
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,40,2022-09-02T19:00:00,105.647
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,41,2022-09-02T19:30:00,111.687
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,42,2022-09-02T20:00:00,127.767
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,43,2022-09-02T20:30:00,143.237
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,44,2022-09-02T21:00:00,148.707
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,45,2022-09-02T21:30:00,145.197
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,46,2022-09-02T22:00:00,145.577
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,47,2022-09-02T22:30:00,166.067
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-02,48,2022-09-02T23:00:00,185.087
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,1,2022-09-02T23:30:00,183.907
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,2,2022-09-03T00:00:00,177.617
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,3,2022-09-03T00:30:00,175.547
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,4,2022-09-03T01:00:00,177.727
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,5,2022-09-03T01:30:00,178.157
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,6,2022-09-03T02:00:00,178.297
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,7,2022-09-03T02:30:00,174.807
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,8,2022-09-03T03:00:00,163.337
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,9,2022-09-03T03:30:00,160.817
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,10,2022-09-03T04:00:00,171.967
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,11,2022-09-03T04:30:00,173.227
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,12,2022-09-03T05:00:00,172.297
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,13,2022-09-03T05:30:00,163.557
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,14,2022-09-03T06:00:00,168.727
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,15,2022-09-03T06:30:00,159.407
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,16,2022-09-03T07:00:00,148.937
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,17,2022-09-03T07:30:00,141.857
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,18,2022-09-03T08:00:00,142.667
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,19,2022-09-03T08:30:00,152.427
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,20,2022-09-03T09:00:00,150.817
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,21,2022-09-03T09:30:00,146.417
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,22,2022-09-03T10:00:00,139.287
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,23,2022-09-03T10:30:00,138.217
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,24,2022-09-03T11:00:00,132.627
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,25,2022-09-03T11:30:00,143.807
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,26,2022-09-03T12:00:00,158.387
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,27,2022-09-03T12:30:00,160.467
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,28,2022-09-03T13:00:00,159.337
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,29,2022-09-03T13:30:00,148.667
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,30,2022-09-03T14:00:00,146.606
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,31,2022-09-03T14:30:00,150.757
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,32,2022-09-03T15:00:00,141.937
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,33,2022-09-03T15:30:00,136.657
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,34,2022-09-03T16:00:00,139.437
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,35,2022-09-03T16:30:00,133.267
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,36,2022-09-03T17:00:00,124.847
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,37,2022-09-03T17:30:00,117.977
