dataset,psrType,bmUnit,nationalGridBmUnitId,settlementDate,settlementPeriod,halfHourEndTime,quantity
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,3,2022-08-31T00:30:00,92.03
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,4,2022-08-31T01:00:00,99.67
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,5,2022-08-31T01:30:00,101.96
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,6,2022-08-31T02:00:00,105.5
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,7,2022-08-31T02:30:00,107.11
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,8,2022-08-31T03:00:00,106.07
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,9,2022-08-31T03:30:00,105.77
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,10,2022-08-31T04:00:00,108.11
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,11,2022-08-31T04:30:00,117.08
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,12,2022-08-31T05:00:00,115.63
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,13,2022-08-31T05:30:00,101.76
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,14,2022-08-31T06:00:00,122.08
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,15,2022-08-31T06:30:00,122.7
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,16,2022-08-31T07:00:00,118.53
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,17,2022-08-31T07:30:00,115.31
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,18,2022-08-31T08:00:00,107.93
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,19,2022-08-31T08:30:00,120.379
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,20,2022-08-31T09:00:00,133.339
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,21,2022-08-31T09:30:00,132.119
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,22,2022-08-31T10:00:00,119.319
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,23,2022-08-31T10:30:00,113.859
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,24,2022-08-31T11:00:00,111.349
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,25,2022-08-31T11:30:00,93.879
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,26,2022-08-31T12:00:00,86.189
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,27,2022-08-31T12:30:00,82.819
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,28,2022-08-31T13:00:00,73.889
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,29,2022-08-31T13:30:00,74.839
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,30,2022-08-31T14:00:00,77.47
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,31,2022-08-31T14:30:00,91.51
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,32,2022-08-31T15:00:00,92.97
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,33,2022-08-31T15:30:00,90.55
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,34,2022-08-31T16:00:00,91.06
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,35,2022-08-31T16:30:00,122.74
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,36,2022-08-31T17:00:00,136.81
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,37,2022-08-31T17:30:00,145.68
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,38,2022-08-31T18:00:00,131.04
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,39,2022-08-31T18:30:00,132.06
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,40,2022-08-31T19:00:00,149.49
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,41,2022-08-31T19:30:00,140.35
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,42,2022-08-31T20:00:00,145.41
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,43,2022-08-31T20:30:00,156.46
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,44,2022-08-31T21:00:00,151.19
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,45,2022-08-31T21:30:00,144.59
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,46,2022-08-31T22:00:00,145.24
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,47,2022-08-31T22:30:00,141.9
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-08-31,48,2022-08-31T23:00:00,132.41
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,1,2022-08-31T23:30:00,132.46
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,2,2022-09-01T00:00:00,135.28
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,3,2022-09-01T00:30:00,130.88
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,4,2022-09-01T01:00:00,128.83
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,5,2022-09-01T01:30:00,122.69
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,6,2022-09-01T02:00:00,113.48
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,7,2022-09-01T02:30:00,106.49
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,8,2022-09-01T03:00:00,101.48
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,9,2022-09-01T03:30:00,95.35
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,10,2022-09-01T04:00:00,88.18
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,11,2022-09-01T04:30:00,84.57
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,12,2022-09-01T05:00:00,83.37
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,13,2022-09-01T05:30:00,91.11
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,14,2022-09-01T06:00:00,70.56
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,15,2022-09-01T06:30:00,78.98
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,16,2022-09-01T07:00:00,90.9
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,17,2022-09-01T07:30:00,83.97
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,18,2022-09-01T08:00:00,75.89
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,19,2022-09-01T08:30:00,70.47
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,20,2022-09-01T09:00:00,66.42
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,21,2022-09-01T09:30:00,57.3
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,22,2022-09-01T10:00:00,76.11
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,23,2022-09-01T10:30:00,92.3
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,24,2022-09-01T11:00:00,104.31
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,25,2022-09-01T11:30:00,111.21
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,26,2022-09-01T12:00:00,114.09
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,27,2022-09-01T12:30:00,112.25
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,28,2022-09-01T13:00:00,112.37
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,29,2022-09-01T13:30:00,109.27
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,30,2022-09-01T14:00:00,101.23
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,31,2022-09-01T14:30:00,90.79
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,32,2022-09-01T15:00:00,86.96
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,33,2022-09-01T15:30:00,78.63
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,34,2022-09-01T16:00:00,72.29
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,35,2022-09-01T16:30:00,69.83
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,36,2022-09-01T17:00:00,66.12
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,37,2022-09-01T17:30:00,64.56
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,38,2022-09-01T18:00:00,61.93
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,39,2022-09-01T18:30:00,55.74
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,40,2022-09-01T19:00:00,57.47
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,41,2022-09-01T19:30:00,57.95
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,42,2022-09-01T20:00:00,60.51
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,43,2022-09-01T20:30:00,60.03
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,44,2022-09-01T21:00:00,58.01
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,45,2022-09-01T21:30:00,53.11
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,46,2022-09-01T22:00:00,45.74
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,47,2022-09-01T22:30:00,41.19
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-01,48,2022-09-01T23:00:00,38.74
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,1,2022-09-01T23:30:00,36.59
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,2,2022-09-02T00:00:00,38.99
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,3,2022-09-02T00:30:00,39.48
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,4,2022-09-02T01:00:00,40.14
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,5,2022-09-02T01:30:00,39.79
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,6,2022-09-02T02:00:00,37.97
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,7,2022-09-02T02:30:00,41.35
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,8,2022-09-02T03:00:00,43.76
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,9,2022-09-02T03:30:00,45.02
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,10,2022-09-02T04:00:00,41.76
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,11,2022-09-02T04:30:00,39.94
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,12,2022-09-02T05:00:00,42.21
B1610,Generation,T_HOWAO-2,HOWAO-2,2022-09-02,13,2022-09-02T05:30:00,46.02
